city,zone,season,disruption_freq,infrastructure,is_rural,activity_tier,poverty_score,premium
Mumbai,critical,winter,13,average,False,low,0.34,37
Mumbai,critical,monsoon,9,average,False,high,0.39,50
Mumbai,critical,monsoon,9,average,False,high,0.32,50
Delhi,medium,summer,7,good,False,high,0.87,31
Mumbai,critical,summer,11,average,False,high,0.7,50
Mumbai,critical,summer,10,average,False,low,0.57,45
Patna,critical,summer,14,poor,True,medium,0.71,65
Kolkata,high,spring,8,poor,False,low,0.36,38
Bhubaneswar,high,monsoon,8,poor,True,medium,0.5,65
Bengaluru,medium,summer,4,good,False,low,0.31,22
Nagpur,medium,summer,9,poor,True,high,0.51,48
Chennai,high,spring,9,average,False,high,0.92,42
Pune,low,summer,7,average,False,low,0.76,20
Delhi,medium,summer,10,good,False,medium,0.82,29
Patna,critical,spring,12,poor,True,low,0.46,58
Patna,critical,monsoon,14,poor,True,low,0.45,65
Bhubaneswar,high,summer,11,poor,True,high,0.77,65
Bhubaneswar,high,spring,8,poor,True,low,0.52,46
Nagpur,medium,spring,9,poor,True,low,0.57,35
Bhubaneswar,high,winter,12,poor,True,low,0.41,42
Delhi,medium,spring,9,good,False,low,0.39,21
Delhi,medium,summer,10,good,False,medium,0.7,28
Bhubaneswar,high,winter,10,poor,True,medium,0.4,47
Kolkata,high,spring,12,poor,False,low,0.58,40
Mumbai,critical,monsoon,9,average,False,low,0.83,50
Pune,low,winter,4,average,False,low,0.97,20
Pune,low,monsoon,6,average,False,high,0.34,24
Kolkata,high,spring,10,poor,False,medium,0.52,44
Bengaluru,medium,winter,5,good,False,high,0.51,23
Pune,low,winter,5,average,False,medium,0.49,20
Kolkata,high,spring,9,poor,False,low,0.9,41
Patna,critical,winter,10,poor,True,medium,0.75,60
Bhubaneswar,high,winter,10,poor,True,medium,0.52,47
Mumbai,critical,winter,13,average,False,medium,0.61,42
Hyderabad,low,monsoon,5,average,False,low,0.96,22
Kolkata,high,winter,8,poor,False,high,0.79,45
Nagpur,medium,spring,8,poor,True,low,0.91,37
Kolkata,high,summer,10,poor,False,high,0.63,50
Kolkata,high,winter,11,poor,False,low,0.42,35
Bhubaneswar,high,summer,8,poor,True,medium,0.58,57
Hyderabad,low,summer,5,average,False,low,0.63,20
Hyderabad,low,spring,5,average,False,low,0.37,20
Bengaluru,medium,monsoon,8,good,False,high,0.55,35
Chennai,high,spring,10,average,False,low,0.73,34
Kolkata,high,monsoon,9,poor,False,low,0.35,49
Delhi,medium,spring,8,good,False,medium,0.96,26
Patna,critical,monsoon,14,poor,True,medium,0.94,65
Chennai,high,monsoon,10,average,False,medium,0.54,48
Delhi,medium,monsoon,10,good,False,low,0.65,29
Patna,critical,monsoon,12,poor,True,medium,0.63,65
Hyderabad,low,monsoon,3,average,False,medium,0.59,22
Hyderabad,low,summer,7,average,False,medium,0.44,20
Delhi,medium,monsoon,6,good,False,low,0.62,28
Bhubaneswar,high,winter,9,poor,True,high,0.76,53
Kolkata,high,summer,8,poor,False,high,0.48,50
Mumbai,critical,summer,13,average,False,high,0.59,50
Patna,critical,monsoon,10,poor,True,low,0.94,65
Kolkata,high,monsoon,9,poor,False,low,0.83,50
Chennai,high,monsoon,7,average,False,low,0.6,42
Nagpur,medium,spring,8,poor,True,high,0.54,43
Chennai,high,spring,8,average,False,high,0.82,42
Kolkata,high,monsoon,9,poor,False,low,0.83,50
Nagpur,medium,spring,5,poor,True,high,0.36,41
Kolkata,high,summer,8,poor,False,high,0.78,50
Bhubaneswar,high,summer,9,poor,True,low,0.77,52
Bhubaneswar,high,monsoon,9,poor,True,low,0.87,62
Delhi,medium,monsoon,7,good,False,high,0.92,37
Chennai,high,spring,8,average,False,low,0.49,32
Bhubaneswar,high,monsoon,8,poor,True,low,0.53,60
Bhubaneswar,high,winter,10,poor,True,medium,0.54,47
Nagpur,medium,winter,5,poor,True,medium,0.47,34
Nagpur,medium,spring,7,poor,True,medium,0.69,39
Pune,low,spring,6,average,False,medium,0.56,20
Kolkata,high,winter,11,poor,False,medium,0.65,40
Patna,critical,monsoon,11,poor,True,high,0.97,65
Delhi,medium,winter,7,good,False,high,0.52,24
Pune,low,summer,6,average,False,low,0.39,20
Delhi,medium,winter,7,good,False,high,0.33,23
Hyderabad,low,summer,7,average,False,high,0.97,24
Hyderabad,low,summer,6,average,False,low,0.9,20
Nagpur,medium,monsoon,8,poor,True,high,0.89,58
Chennai,high,summer,9,average,False,low,0.99,38
Hyderabad,low,winter,6,average,False,low,0.91,20
Bengaluru,medium,monsoon,6,good,False,medium,0.42,30
Chennai,high,summer,10,average,False,medium,0.76,41
Patna,critical,spring,10,poor,True,medium,0.38,65
Bhubaneswar,high,monsoon,10,poor,True,medium,0.45,65
Chennai,high,winter,8,average,False,high,0.97,38
Bhubaneswar,high,summer,11,poor,True,high,0.9,65
Patna,critical,summer,14,poor,True,medium,0.83,65
Chennai,high,spring,11,average,False,medium,0.84,38
Mumbai,critical,winter,13,average,False,medium,0.62,42
Patna,critical,winter,12,poor,True,medium,0.74,61
Delhi,medium,winter,6,good,False,high,0.69,25
Bengaluru,medium,spring,5,good,False,low,0.88,22
Bengaluru,medium,summer,7,good,False,high,0.6,30
Mumbai,critical,winter,10,average,False,low,0.75,38
Nagpur,medium,spring,5,poor,True,low,0.83,35
Chennai,high,spring,9,average,False,medium,0.63,37
Bengaluru,medium,monsoon,8,good,False,low,0.44,28
Kolkata,high,spring,9,poor,False,high,0.9,50
Patna,critical,summer,12,poor,True,high,0.57,65
Nagpur,medium,spring,5,poor,True,high,0.46,42
Patna,critical,monsoon,10,poor,True,medium,0.87,65
Bengaluru,medium,summer,4,good,False,high,0.7,29
Nagpur,medium,monsoon,7,poor,True,high,0.68,57
Pune,low,summer,5,average,False,high,0.91,23
Bhubaneswar,high,spring,11,poor,True,high,0.72,59
Chennai,high,summer,7,average,False,high,0.54,44
Delhi,medium,winter,9,good,False,low,0.92,22
Patna,critical,summer,12,poor,True,low,0.45,64
Pune,low,winter,5,average,False,medium,0.6,20
Bhubaneswar,high,monsoon,11,poor,True,high,0.61,65
Hyderabad,low,winter,4,average,False,high,0.94,20
Chennai,high,spring,7,average,False,high,0.52,40
Mumbai,critical,winter,9,average,False,low,0.88,38
Nagpur,medium,spring,8,poor,True,high,0.72,44
Bengaluru,medium,spring,8,good,False,medium,0.58,25
Chennai,high,summer,8,average,False,medium,0.77,41
Bhubaneswar,high,spring,12,poor,True,low,0.55,47
Bengaluru,medium,spring,4,good,False,medium,0.68,24
Bhubaneswar,high,monsoon,8,poor,True,medium,0.32,65
Bengaluru,medium,winter,6,good,False,high,0.58,24
Delhi,medium,monsoon,9,good,False,medium,0.51,32
Bhubaneswar,high,spring,8,poor,True,high,0.73,59
Delhi,medium,spring,7,good,False,high,0.44,26
Bengaluru,medium,spring,5,good,False,medium,0.98,26
Pune,low,summer,7,average,False,medium,0.41,20
Mumbai,critical,winter,12,average,False,medium,0.9,44
Mumbai,critical,monsoon,12,average,False,high,0.66,50
Bengaluru,medium,monsoon,5,good,False,low,0.73,28
Hyderabad,low,winter,5,average,False,medium,0.44,20
Hyderabad,low,winter,7,average,False,low,0.89,20
Mumbai,critical,monsoon,13,average,False,low,0.85,50
Patna,critical,winter,12,poor,True,high,0.5,65
Bhubaneswar,high,summer,12,poor,True,high,0.69,65
Nagpur,medium,monsoon,9,poor,True,low,0.51,45
Pune,low,monsoon,5,average,False,medium,0.67,23
Delhi,medium,summer,7,good,False,medium,0.37,26
Mumbai,critical,monsoon,11,average,False,high,0.7,50
Bengaluru,medium,monsoon,8,good,False,medium,0.57,32
Kolkata,high,summer,11,poor,False,medium,0.81,50
Delhi,medium,spring,6,good,False,medium,0.71,25
Nagpur,medium,summer,7,poor,True,low,0.74,39
Patna,critical,monsoon,11,poor,True,low,0.4,65
Bengaluru,medium,monsoon,8,good,False,high,0.57,35
Kolkata,high,monsoon,12,poor,False,medium,0.69,50
Delhi,medium,monsoon,9,good,False,low,0.65,29
Chennai,high,monsoon,11,average,False,medium,0.54,48
Pune,low,monsoon,5,average,False,medium,0.69,23
Delhi,medium,monsoon,8,good,False,medium,0.77,33
Hyderabad,low,spring,7,average,False,high,0.47,20
Nagpur,medium,summer,7,poor,True,medium,0.35,42
Patna,critical,spring,13,poor,True,medium,0.44,65
Patna,critical,spring,11,poor,True,medium,0.7,65
Pune,low,monsoon,4,average,False,medium,0.57,22
Pune,low,spring,4,average,False,high,0.48,20
Chennai,high,summer,8,average,False,low,0.9,37
Kolkata,high,monsoon,12,poor,False,medium,0.56,50
Bhubaneswar,high,winter,11,poor,True,high,0.98,55
Bhubaneswar,high,monsoon,11,poor,True,high,0.72,65
Nagpur,medium,summer,8,poor,True,medium,0.74,44
Hyderabad,low,monsoon,5,average,False,medium,0.83,24
Kolkata,high,spring,8,poor,False,medium,0.34,42
Nagpur,medium,monsoon,5,poor,True,high,0.42,55
Kolkata,high,summer,10,poor,False,high,0.45,50
Nagpur,medium,winter,6,poor,True,medium,0.83,36
Delhi,medium,winter,9,good,False,medium,0.56,22
Kolkata,high,spring,9,poor,False,low,0.78,40
Bhubaneswar,high,monsoon,11,poor,True,low,0.71,62
Patna,critical,spring,14,poor,True,high,0.75,65
Bhubaneswar,high,spring,12,poor,True,high,0.39,58
Delhi,medium,winter,7,good,False,low,0.77,20
Mumbai,critical,winter,12,average,False,high,0.56,46
Bengaluru,medium,winter,7,good,False,medium,0.96,24
Pune,low,summer,8,average,False,high,0.4,21
Pune,low,spring,8,average,False,low,0.97,20
Bengaluru,medium,spring,8,good,False,medium,0.32,23
Bhubaneswar,high,summer,8,poor,True,high,0.68,64
Kolkata,high,spring,11,poor,False,low,0.39,39
Delhi,medium,summer,7,good,False,high,0.77,31
Bhubaneswar,high,monsoon,11,poor,True,high,0.53,65
Nagpur,medium,summer,9,poor,True,low,0.44,38
Patna,critical,winter,14,poor,True,high,0.57,65
Mumbai,critical,monsoon,12,average,False,medium,0.99,50
Delhi,medium,spring,9,good,False,high,0.58,28
Delhi,medium,spring,10,good,False,low,0.75,23
Hyderabad,low,monsoon,5,average,False,low,0.68,21
Patna,critical,winter,11,poor,True,high,0.72,65
Patna,critical,winter,14,poor,True,medium,0.82,62
Bhubaneswar,high,spring,11,poor,True,high,0.5,58
Chennai,high,winter,8,average,False,high,0.58,36
Nagpur,medium,winter,6,poor,True,medium,0.41,34
Chennai,high,monsoon,10,average,False,high,0.5,50
Bengaluru,medium,winter,5,good,False,high,0.78,25
Pune,low,monsoon,6,average,False,low,0.65,21
Nagpur,medium,summer,8,poor,True,medium,0.71,44
Bengaluru,medium,spring,7,good,False,medium,0.98,26
Kolkata,high,summer,9,poor,False,high,1.0,50
Chennai,high,spring,11,average,False,low,0.91,35
Bhubaneswar,high,winter,12,poor,True,low,0.88,44
Hyderabad,low,summer,3,average,False,medium,0.89,20
Mumbai,critical,monsoon,13,average,False,medium,0.42,50
Bengaluru,medium,spring,7,good,False,low,0.63,22
Pune,low,summer,7,average,False,high,0.53,22
Delhi,medium,monsoon,10,good,False,low,0.99,31
Bhubaneswar,high,summer,12,poor,True,low,0.92,54
Bhubaneswar,high,monsoon,10,poor,True,low,0.67,61
Chennai,high,spring,7,average,False,low,0.75,33
Hyderabad,low,summer,3,average,False,high,0.84,22
Patna,critical,monsoon,13,poor,True,high,0.96,65
Mumbai,critical,spring,10,average,False,high,0.38,50
Nagpur,medium,summer,9,poor,True,low,0.67,39
Bhubaneswar,high,spring,9,poor,True,low,0.92,48
Chennai,high,winter,8,average,False,low,0.73,30
Nagpur,medium,monsoon,8,poor,True,medium,0.5,50
Hyderabad,low,spring,7,average,False,medium,0.53,20
Patna,critical,summer,12,poor,True,high,1.0,65
Mumbai,critical,monsoon,13,average,False,low,0.36,50
Mumbai,critical,summer,13,average,False,medium,0.34,50
Bengaluru,medium,spring,7,good,False,high,0.91,29
Nagpur,medium,winter,7,poor,True,high,0.7,39
Pune,low,summer,4,average,False,high,0.87,23
Mumbai,critical,spring,10,average,False,medium,0.96,48
Patna,critical,summer,12,poor,True,low,0.67,65
Bengaluru,medium,winter,4,good,False,high,1.0,26
Hyderabad,low,monsoon,5,average,False,low,0.67,21
Bengaluru,medium,spring,8,good,False,medium,0.39,24
Bengaluru,medium,spring,8,good,False,high,0.49,27
Nagpur,medium,monsoon,9,poor,True,medium,0.36,50
Mumbai,critical,spring,10,average,False,high,0.9,50
Mumbai,critical,winter,9,average,False,high,0.54,45
Patna,critical,winter,13,poor,True,high,0.66,65
Mumbai,critical,summer,12,average,False,high,0.43,50
Chennai,high,monsoon,9,average,False,low,0.43,41
Pune,low,spring,5,average,False,medium,0.36,20
Delhi,medium,winter,6,good,False,high,0.47,23
Nagpur,medium,monsoon,6,poor,True,low,0.57,45
Kolkata,high,winter,8,poor,False,low,0.8,36
Nagpur,medium,winter,7,poor,True,low,0.69,32
Bengaluru,medium,winter,7,good,False,high,0.92,26
Delhi,medium,winter,9,good,False,high,0.34,24
Bengaluru,medium,winter,4,good,False,high,0.82,25
Bhubaneswar,high,summer,11,poor,True,medium,0.3,57
Pune,low,monsoon,5,average,False,medium,0.67,23
Bhubaneswar,high,summer,11,poor,True,low,0.78,53
Mumbai,critical,spring,11,average,False,low,0.65,42
Delhi,medium,monsoon,7,good,False,medium,0.99,34
Mumbai,critical,monsoon,10,average,False,low,0.32,50
Delhi,medium,summer,7,good,False,low,0.96,26
Kolkata,high,monsoon,10,poor,False,low,0.35,50
Chennai,high,winter,11,average,False,medium,0.39,33
Pune,low,spring,4,average,False,medium,0.83,20
Bhubaneswar,high,summer,10,poor,True,high,0.56,64
Nagpur,medium,monsoon,8,poor,True,low,0.59,45
Bengaluru,medium,summer,8,good,False,medium,0.55,27
Nagpur,medium,spring,5,poor,True,high,0.9,44
Kolkata,high,summer,11,poor,False,high,0.34,50
Patna,critical,monsoon,10,poor,True,high,0.59,65
Bengaluru,medium,spring,6,good,False,low,0.84,23
Pune,low,winter,6,average,False,medium,0.99,20
Hyderabad,low,spring,7,average,False,high,0.37,20
Nagpur,medium,monsoon,5,poor,True,high,0.83,57
Mumbai,critical,winter,13,average,False,medium,0.71,43
Pune,low,summer,5,average,False,medium,0.8,20
Mumbai,critical,spring,11,average,False,high,0.64,50
Delhi,medium,monsoon,6,good,False,low,0.65,28
Patna,critical,monsoon,11,poor,True,high,0.69,65
Pune,low,summer,8,average,False,low,0.41,20
Pune,low,winter,5,average,False,medium,0.74,20
Chennai,high,summer,11,average,False,high,0.75,46
Kolkata,high,monsoon,12,poor,False,low,0.88,50
Kolkata,high,summer,12,poor,False,medium,0.65,49
Bhubaneswar,high,winter,9,poor,True,low,0.78,43
Delhi,medium,winter,6,good,False,medium,0.71,22
Delhi,medium,spring,7,good,False,medium,0.77,25
Hyderabad,low,winter,6,average,False,high,0.39,20
Bengaluru,medium,spring,8,good,False,low,0.52,22
Bhubaneswar,high,spring,9,poor,True,low,0.48,46
Kolkata,high,summer,11,poor,False,medium,0.98,50
Bhubaneswar,high,spring,10,poor,True,high,0.95,60
Kolkata,high,summer,9,poor,False,low,0.61,43
Mumbai,critical,spring,13,average,False,low,0.32,40
Bhubaneswar,high,winter,10,poor,True,high,0.89,54
Kolkata,high,monsoon,9,poor,False,low,0.36,49
Delhi,medium,winter,6,good,False,low,0.39,20
Pune,low,summer,4,average,False,low,0.61,20
Mumbai,critical,winter,11,average,False,medium,0.88,43
Bhubaneswar,high,summer,8,poor,True,medium,0.62,58
Kolkata,high,summer,9,poor,False,medium,0.52,48
Kolkata,high,summer,8,poor,False,low,0.98,45
Chennai,high,winter,8,average,False,high,0.55,36
Hyderabad,low,summer,4,average,False,medium,0.51,20
Bhubaneswar,high,spring,12,poor,True,medium,0.77,54
Chennai,high,spring,11,average,False,low,0.91,35
Nagpur,medium,spring,7,poor,True,high,0.91,45
Kolkata,high,monsoon,9,poor,False,medium,0.59,50
Patna,critical,winter,10,poor,True,high,0.77,65
Kolkata,high,summer,10,poor,False,medium,0.87,50
Nagpur,medium,spring,6,poor,True,medium,0.61,39
Patna,critical,summer,10,poor,True,low,0.78,65
Bhubaneswar,high,summer,11,poor,True,high,0.43,64
Kolkata,high,winter,8,poor,False,high,0.31,42
Kolkata,high,winter,12,poor,False,high,0.68,45
Patna,critical,winter,12,poor,True,high,0.32,65
Mumbai,critical,summer,11,average,False,low,0.78,46
Bhubaneswar,high,winter,9,poor,True,high,0.39,51
Delhi,medium,summer,6,good,False,high,0.73,30
Pune,low,monsoon,5,average,False,high,0.37,24
Mumbai,critical,monsoon,13,average,False,medium,0.73,50
Delhi,medium,monsoon,7,good,False,medium,0.88,33
Kolkata,high,summer,11,poor,False,low,0.97,45
Bengaluru,medium,summer,4,good,False,high,0.6,29
Hyderabad,low,spring,7,average,False,medium,0.45,20
Mumbai,critical,monsoon,11,average,False,medium,0.73,50
Bhubaneswar,high,summer,8,poor,True,low,0.94,53
Nagpur,medium,spring,8,poor,True,low,0.75,36
Kolkata,high,winter,8,poor,False,medium,0.72,40
Bhubaneswar,high,winter,11,poor,True,low,0.95,45
Bhubaneswar,high,winter,9,poor,True,medium,0.51,47
Bhubaneswar,high,monsoon,10,poor,True,low,0.94,63
Pune,low,summer,5,average,False,high,0.37,20
Delhi,medium,summer,9,good,False,medium,0.78,28
Chennai,high,spring,9,average,False,medium,0.37,36
Patna,critical,winter,10,poor,True,medium,0.66,60
Hyderabad,low,spring,5,average,False,medium,0.62,20
Bengaluru,medium,summer,8,good,False,high,0.42,29
Patna,critical,monsoon,11,poor,True,high,0.45,65
Pune,low,winter,8,average,False,medium,0.42,20
Chennai,high,spring,10,average,False,low,0.4,32
Chennai,high,summer,8,average,False,medium,0.63,40
Chennai,high,winter,8,average,False,low,0.39,28
Mumbai,critical,spring,10,average,False,low,0.46,40
Hyderabad,low,monsoon,6,average,False,high,0.6,26
Pune,low,spring,6,average,False,high,0.83,21
Bhubaneswar,high,spring,9,poor,True,low,0.42,46
Bhubaneswar,high,summer,8,poor,True,high,0.63,64
Delhi,medium,summer,6,good,False,high,0.74,30
Patna,critical,winter,11,poor,True,high,0.78,65
Bengaluru,medium,monsoon,5,good,False,high,0.37,33
Pune,low,spring,6,average,False,medium,0.99,20
Delhi,medium,monsoon,7,good,False,medium,0.31,30
Delhi,medium,monsoon,9,good,False,medium,0.3,31
Patna,critical,monsoon,14,poor,True,low,0.76,65
Bengaluru,medium,summer,7,good,False,medium,0.86,28
Kolkata,high,summer,12,poor,False,high,0.34,50
Chennai,high,monsoon,9,average,False,medium,0.45,47
Mumbai,critical,monsoon,9,average,False,high,0.36,50
Bhubaneswar,high,monsoon,10,poor,True,medium,0.66,65
Mumbai,critical,summer,12,average,False,low,0.87,47
Patna,critical,monsoon,14,poor,True,medium,0.34,65
Delhi,medium,spring,7,good,False,high,0.89,29
Bhubaneswar,high,monsoon,11,poor,True,medium,0.81,65
Patna,critical,monsoon,14,poor,True,medium,0.35,65
Kolkata,high,monsoon,10,poor,False,high,0.32,50
Patna,critical,monsoon,14,poor,True,medium,0.86,65
Bhubaneswar,high,summer,9,poor,True,high,0.8,65
Pune,low,monsoon,5,average,False,medium,0.4,22
Nagpur,medium,spring,8,poor,True,medium,0.49,39
Delhi,medium,winter,10,good,False,medium,0.65,23
Patna,critical,winter,10,poor,True,low,0.9,54
Patna,critical,winter,14,poor,True,low,0.83,55
Nagpur,medium,winter,7,poor,True,medium,0.6,35
Mumbai,critical,spring,10,average,False,medium,0.83,47
Patna,critical,summer,12,poor,True,high,0.81,65
Pune,low,winter,5,average,False,high,0.61,20
Hyderabad,low,summer,3,average,False,medium,0.72,20
Chennai,high,winter,7,average,False,low,0.79,30
Hyderabad,low,monsoon,4,average,False,high,1.0,27
Bhubaneswar,high,spring,8,poor,True,high,0.7,58
Chennai,high,monsoon,8,average,False,medium,0.3,46
Delhi,medium,winter,6,good,False,medium,0.36,20
Bhubaneswar,high,monsoon,9,poor,True,low,0.95,62
Kolkata,high,winter,9,poor,False,high,0.74,45
Patna,critical,monsoon,14,poor,True,low,0.45,65
Bengaluru,medium,monsoon,4,good,False,high,0.95,36
Bhubaneswar,high,monsoon,10,poor,True,medium,0.57,65
Bhubaneswar,high,spring,10,poor,True,medium,0.55,53
Chennai,high,winter,9,average,False,medium,0.98,35
Bengaluru,medium,spring,8,good,False,low,0.47,21
Bengaluru,medium,summer,4,good,False,low,0.3,21
Delhi,medium,spring,10,good,False,high,0.53,28
Nagpur,medium,winter,8,poor,True,low,0.78,32
Mumbai,critical,spring,12,average,False,low,0.46,41
Bhubaneswar,high,summer,10,poor,True,medium,0.49,57
Delhi,medium,monsoon,8,good,False,medium,0.99,34
Bhubaneswar,high,monsoon,8,poor,True,high,0.39,65
Kolkata,high,monsoon,9,poor,False,high,0.74,50
Hyderabad,low,summer,3,average,False,high,0.89,22
Kolkata,high,winter,11,poor,False,high,0.77,45
Nagpur,medium,monsoon,8,poor,True,low,0.88,47
Delhi,medium,spring,10,good,False,high,0.96,30
Hyderabad,low,winter,5,average,False,high,0.56,20
Chennai,high,winter,11,average,False,low,0.97,32
Pune,low,summer,5,average,False,high,0.31,20
Delhi,medium,winter,10,good,False,high,0.54,25
Bengaluru,medium,summer,8,good,False,high,0.8,31
Kolkata,high,spring,9,poor,False,high,0.65,49
Bhubaneswar,high,monsoon,8,poor,True,high,0.87,65
Chennai,high,winter,11,average,False,high,0.45,37
Patna,critical,summer,12,poor,True,low,0.66,65
