city,zone,season,disruption_freq,infrastructure,is_rural,activity_tier,poverty_score,premium
Hyderabad,low,monsoon,7,average,False,high,0.86,27
Mumbai,critical,spring,13,average,False,low,0.44,41
Nagpur,medium,monsoon,5,poor,True,medium,0.77,51
Delhi,medium,spring,9,good,False,high,0.9,29
Pune,low,summer,7,average,False,high,0.37,21
Pune,low,spring,5,average,False,high,0.97,21
Delhi,medium,winter,9,good,False,high,0.75,26
Kolkata,high,spring,8,poor,False,medium,0.91,45
Chennai,high,monsoon,10,average,False,medium,0.33,46
Pune,low,spring,6,average,False,medium,0.79,20
Pune,low,summer,4,average,False,high,0.87,23
Chennai,high,winter,7,average,False,low,0.97,31
Bengaluru,medium,monsoon,6,good,False,high,0.65,35
Delhi,medium,winter,6,good,False,low,0.69,20
Patna,critical,summer,14,poor,True,medium,0.7,65
Kolkata,high,winter,12,poor,False,medium,0.53,40
Bengaluru,medium,monsoon,5,good,False,high,0.37,33
Bhubaneswar,high,summer,12,poor,True,medium,0.51,58
Pune,low,spring,6,average,False,medium,0.5,20
Mumbai,critical,summer,13,average,False,medium,0.53,50
Chennai,high,spring,7,average,False,medium,0.62,36
Bengaluru,medium,summer,5,good,False,high,0.8,30
Kolkata,high,winter,11,poor,False,medium,0.5,40
Pune,low,summer,8,average,False,medium,0.94,22
Bhubaneswar,high,summer,9,poor,True,medium,0.43,57
Bhubaneswar,high,winter,10,poor,True,low,0.5,42
Chennai,high,monsoon,10,average,False,medium,0.44,47
Kolkata,high,winter,8,poor,False,low,0.95,37
Delhi,medium,monsoon,7,good,False,high,0.79,36
Mumbai,critical,spring,12,average,False,medium,0.77,47
Mumbai,critical,monsoon,13,average,False,low,0.57,50
Chennai,high,spring,10,average,False,medium,0.51,37
Hyderabad,low,summer,7,average,False,medium,0.44,20
Delhi,medium,spring,9,good,False,medium,0.95,27
Pune,low,winter,5,average,False,low,0.63,20
Nagpur,medium,monsoon,7,poor,True,high,0.38,55
Delhi,medium,winter,7,good,False,medium,0.64,22
Mumbai,critical,summer,11,average,False,low,0.71,46
Mumbai,critical,summer,12,average,False,low,0.32,44
Hyderabad,low,monsoon,5,average,False,low,0.4,20
Kolkata,high,summer,11,poor,False,medium,0.81,50
Hyderabad,low,spring,6,average,False,medium,0.62,20
Patna,critical,winter,12,poor,True,high,0.75,65
Delhi,medium,summer,8,good,False,high,0.34,29
Delhi,medium,monsoon,8,good,False,high,0.53,35
Pune,low,summer,4,average,False,low,0.38,20
Chennai,high,spring,9,average,False,medium,0.48,36
Nagpur,medium,summer,6,poor,True,low,0.3,36
Kolkata,high,monsoon,8,poor,False,medium,0.89,50
Patna,critical,winter,13,poor,True,low,0.58,54
Delhi,medium,winter,7,good,False,low,0.84,21
Bhubaneswar,high,spring,10,poor,True,medium,0.52,52
Nagpur,medium,spring,6,poor,True,medium,0.39,38
Nagpur,medium,spring,7,poor,True,high,0.37,42
Delhi,medium,monsoon,7,good,False,high,0.85,36
Pune,low,winter,7,average,False,low,0.56,20
Hyderabad,low,monsoon,6,average,False,medium,0.85,24
Patna,critical,winter,13,poor,True,high,0.69,65
Bhubaneswar,high,monsoon,11,poor,True,low,0.75,62
Nagpur,medium,winter,9,poor,True,low,0.37,31
Bhubaneswar,high,winter,9,poor,True,high,0.83,54
Delhi,medium,summer,10,good,False,medium,0.31,26
Patna,critical,winter,12,poor,True,medium,0.58,60
Mumbai,critical,winter,12,average,False,high,0.77,47
Chennai,high,spring,8,average,False,low,0.9,34
Mumbai,critical,summer,9,average,False,medium,0.89,50
Delhi,medium,spring,8,good,False,low,0.51,22
Delhi,medium,summer,7,good,False,high,0.68,30
Delhi,medium,spring,10,good,False,medium,0.56,25
Kolkata,high,spring,12,poor,False,low,0.66,40
Chennai,high,winter,10,average,False,high,0.61,37
Hyderabad,low,summer,3,average,False,medium,0.62,20
Nagpur,medium,winter,7,poor,True,medium,0.97,37
Hyderabad,low,monsoon,6,average,False,medium,0.92,25
Pune,low,monsoon,5,average,False,medium,0.31,21
Nagpur,medium,winter,7,poor,True,low,0.84,32
Kolkata,high,spring,12,poor,False,low,0.31,39
Delhi,medium,spring,9,good,False,low,0.55,22
Bengaluru,medium,monsoon,8,good,False,high,0.54,35
Chennai,high,summer,11,average,False,high,0.52,45
Hyderabad,low,monsoon,5,average,False,high,0.55,25
Bengaluru,medium,summer,5,good,False,high,0.97,31
Mumbai,critical,winter,12,average,False,medium,0.34,41
Chennai,high,summer,9,average,False,medium,0.68,41
Pune,low,summer,5,average,False,medium,0.82,20
Nagpur,medium,summer,8,poor,True,high,0.5,47
Nagpur,medium,winter,9,poor,True,low,0.74,33
Pune,low,spring,7,average,False,low,0.49,20
Nagpur,medium,summer,6,poor,True,high,1.0,49
Pune,low,spring,6,average,False,low,0.84,20
Bhubaneswar,high,spring,8,poor,True,high,0.94,60
Pune,low,winter,7,average,False,high,0.63,20
Chennai,high,monsoon,11,average,False,low,0.62,43
Nagpur,medium,winter,5,poor,True,medium,0.76,35
Patna,critical,winter,12,poor,True,high,0.33,65
Hyderabad,low,summer,7,average,False,medium,0.92,22
Hyderabad,low,summer,6,average,False,low,0.32,20
Mumbai,critical,winter,11,average,False,medium,0.82,43
Hyderabad,low,winter,4,average,False,medium,0.36,20
Chennai,high,spring,9,average,False,high,0.79,42
Bhubaneswar,high,spring,10,poor,True,low,0.94,49
Chennai,high,spring,9,average,False,medium,0.44,36
Bengaluru,medium,spring,4,good,False,low,0.67,21
Nagpur,medium,monsoon,9,poor,True,high,0.96,59
Bhubaneswar,high,winter,11,poor,True,low,0.58,43
Patna,critical,winter,11,poor,True,high,0.81,65
Kolkata,high,monsoon,11,poor,False,low,0.4,50
Delhi,medium,monsoon,6,good,False,medium,0.81,32
Nagpur,medium,summer,6,poor,True,medium,0.81,44
Bhubaneswar,high,spring,8,poor,True,high,0.84,59
Bengaluru,medium,summer,4,good,False,medium,0.39,25
Kolkata,high,monsoon,10,poor,False,low,0.44,50
Hyderabad,low,monsoon,4,average,False,low,0.74,21
Chennai,high,winter,9,average,False,medium,0.72,34
Delhi,medium,winter,7,good,False,high,0.32,23
Pune,low,monsoon,4,average,False,high,0.58,25
Kolkata,high,spring,9,poor,False,high,0.49,48
Chennai,high,winter,8,average,False,low,0.87,31
Delhi,medium,summer,9,good,False,low,0.35,23
Chennai,high,spring,8,average,False,low,0.75,33
Patna,critical,monsoon,11,poor,True,high,0.74,65
Nagpur,medium,monsoon,8,poor,True,high,0.81,58
Mumbai,critical,monsoon,13,average,False,low,0.58,50
Kolkata,high,spring,9,poor,False,low,0.6,39
Chennai,high,summer,10,average,False,high,0.51,45
Pune,low,summer,4,average,False,high,0.39,20
Nagpur,medium,winter,5,poor,True,low,0.46,30
Chennai,high,summer,7,average,False,low,0.63,35
Patna,critical,spring,12,poor,True,low,0.5,59
Patna,critical,summer,12,poor,True,medium,0.95,65
Nagpur,medium,spring,5,poor,True,medium,0.86,40
Delhi,medium,winter,6,good,False,low,0.82,20
Bengaluru,medium,winter,8,good,False,medium,0.97,24
Pune,low,summer,8,average,False,high,0.81,23
Mumbai,critical,winter,13,average,False,high,0.69,47
Nagpur,medium,monsoon,9,poor,True,medium,0.35,50
Pune,low,winter,6,average,False,high,0.34,20
Delhi,medium,winter,9,good,False,medium,0.98,24
Patna,critical,summer,14,poor,True,medium,0.65,65
Patna,critical,summer,10,poor,True,low,0.47,64
Bhubaneswar,high,spring,10,poor,True,high,0.52,58
Hyderabad,low,spring,3,average,False,low,0.83,20
Chennai,high,winter,11,average,False,high,0.92,39
Chennai,high,monsoon,11,average,False,high,0.58,50
Kolkata,high,summer,11,poor,False,medium,0.79,50
Kolkata,high,summer,8,poor,False,medium,0.69,48
Bengaluru,medium,summer,7,good,False,high,0.35,29
Nagpur,medium,spring,9,poor,True,low,0.92,37
Chennai,high,monsoon,10,average,False,medium,0.77,49
Chennai,high,winter,11,average,False,high,0.5,37
Patna,critical,spring,12,poor,True,low,0.73,60
Chennai,high,monsoon,9,average,False,low,0.38,41
Chennai,high,spring,7,average,False,high,0.72,41
Bengaluru,medium,spring,6,good,False,high,0.67,27
Bhubaneswar,high,monsoon,10,poor,True,medium,0.93,65
Pune,low,winter,6,average,False,medium,0.72,20
Hyderabad,low,monsoon,3,average,False,medium,0.67,23
Patna,critical,spring,10,poor,True,high,0.6,65
Nagpur,medium,winter,9,poor,True,medium,0.64,36
Bhubaneswar,high,summer,11,poor,True,medium,0.42,57
Kolkata,high,winter,11,poor,False,medium,0.82,41
Pune,low,winter,7,average,False,low,0.77,20
Delhi,medium,summer,7,good,False,high,0.93,31
Pune,low,summer,4,average,False,medium,0.61,20
Kolkata,high,winter,10,poor,False,low,0.65,36
Mumbai,critical,spring,11,average,False,low,0.48,41
Bhubaneswar,high,monsoon,8,poor,True,medium,0.6,65
Delhi,medium,monsoon,9,good,False,high,0.42,35
Nagpur,medium,spring,6,poor,True,low,0.48,34
Kolkata,high,monsoon,9,poor,False,high,0.51,50
Delhi,medium,spring,6,good,False,low,0.54,21
Bengaluru,medium,summer,8,good,False,low,0.95,26
Bengaluru,medium,monsoon,4,good,False,medium,0.5,30
Nagpur,medium,monsoon,8,poor,True,high,0.33,55
Pune,low,summer,8,average,False,medium,0.69,21
Kolkata,high,monsoon,8,poor,False,high,0.83,50
Mumbai,critical,winter,13,average,False,high,0.67,47
Kolkata,high,winter,9,poor,False,high,0.68,44
Bengaluru,medium,monsoon,6,good,False,medium,0.45,31
Bhubaneswar,high,monsoon,9,poor,True,medium,0.76,65
Nagpur,medium,summer,6,poor,True,medium,0.51,42
Nagpur,medium,winter,8,poor,True,low,0.51,31
Delhi,medium,monsoon,6,good,False,high,0.95,37
Hyderabad,low,winter,6,average,False,high,0.37,20
Patna,critical,spring,11,poor,True,medium,0.9,65
Patna,critical,monsoon,12,poor,True,medium,0.47,65
Hyderabad,low,spring,3,average,False,low,0.35,20
Mumbai,critical,monsoon,13,average,False,high,0.72,50
Bhubaneswar,high,monsoon,12,poor,True,high,0.97,65
Bengaluru,medium,spring,5,good,False,low,0.95,23
Nagpur,medium,spring,8,poor,True,high,0.69,44
Patna,critical,summer,11,poor,True,high,0.47,65
Delhi,medium,spring,6,good,False,medium,0.38,23
Mumbai,critical,summer,13,average,False,medium,1.0,50
Hyderabad,low,summer,6,average,False,low,0.99,20
Patna,critical,summer,10,poor,True,medium,0.69,65
Patna,critical,winter,13,poor,True,high,0.42,65
Kolkata,high,winter,9,poor,False,low,0.63,35
Chennai,high,summer,9,average,False,medium,0.35,39
Delhi,medium,summer,10,good,False,medium,0.98,30
Bengaluru,medium,summer,5,good,False,high,0.91,31
Kolkata,high,spring,10,poor,False,medium,0.82,45
Delhi,medium,monsoon,7,good,False,low,0.55,28
Pune,low,summer,4,average,False,low,0.52,20
Bengaluru,medium,monsoon,4,good,False,medium,0.86,32
Chennai,high,monsoon,11,average,False,medium,0.51,48
Chennai,high,summer,7,average,False,high,0.63,44
Chennai,high,spring,11,average,False,low,0.4,32
Delhi,medium,summer,8,good,False,medium,0.56,27
Chennai,high,winter,7,average,False,medium,0.88,34
Delhi,medium,summer,6,good,False,low,0.86,25
Patna,critical,monsoon,14,poor,True,high,0.46,65
Kolkata,high,monsoon,8,poor,False,low,0.8,50
Pune,low,spring,5,average,False,medium,0.98,20
Kolkata,high,monsoon,9,poor,False,medium,0.34,50
Bhubaneswar,high,spring,11,poor,True,high,0.58,59
Delhi,medium,summer,10,good,False,medium,0.93,29
Delhi,medium,winter,8,good,False,low,0.41,20
Bengaluru,medium,spring,8,good,False,medium,0.42,24
Bhubaneswar,high,monsoon,9,poor,True,medium,0.94,65
Mumbai,critical,winter,10,average,False,low,0.61,37
Kolkata,high,monsoon,11,poor,False,medium,0.6,50
Pune,low,summer,6,average,False,high,0.72,22
Kolkata,high,winter,12,poor,False,low,0.81,37
Patna,critical,spring,12,poor,True,low,0.35,58
Kolkata,high,summer,10,poor,False,low,0.35,42
Patna,critical,spring,14,poor,True,high,0.43,65
Patna,critical,spring,14,poor,True,low,0.6,60
Hyderabad,low,spring,4,average,False,low,0.6,20
Delhi,medium,monsoon,7,good,False,high,0.84,36
Patna,critical,monsoon,13,poor,True,low,0.9,65
Kolkata,high,spring,12,poor,False,high,0.4,49
Delhi,medium,winter,10,good,False,high,0.93,27
Delhi,medium,spring,7,good,False,high,0.93,29
Bhubaneswar,high,spring,9,poor,True,medium,0.52,52
Patna,critical,winter,14,poor,True,low,0.9,56
Nagpur,medium,winter,7,poor,True,low,0.84,32
Kolkata,high,summer,11,poor,False,high,0.86,50
Patna,critical,monsoon,14,poor,True,high,0.34,65
Bengaluru,medium,winter,8,good,False,low,0.57,20
Bengaluru,medium,spring,7,good,False,low,0.67,22
Kolkata,high,winter,11,poor,False,low,0.45,35
Bengaluru,medium,spring,7,good,False,low,0.33,20
Patna,critical,spring,13,poor,True,high,0.79,65
Bhubaneswar,high,monsoon,9,poor,True,high,0.66,65
Bhubaneswar,high,winter,10,poor,True,high,0.63,53
Bhubaneswar,high,spring,12,poor,True,medium,0.65,54
Kolkata,high,summer,9,poor,False,high,0.91,50
Bengaluru,medium,winter,4,good,False,high,0.92,25
Delhi,medium,summer,8,good,False,low,0.63,24
Bengaluru,medium,spring,6,good,False,high,0.5,26
Chennai,high,winter,7,average,False,medium,0.97,34
Delhi,medium,winter,9,good,False,medium,0.78,23
Chennai,high,summer,10,average,False,medium,0.72,41
Kolkata,high,monsoon,8,poor,False,medium,0.5,50
Patna,critical,spring,10,poor,True,low,0.44,58
Bengaluru,medium,summer,4,good,False,medium,0.53,26
Patna,critical,winter,14,poor,True,low,0.33,53
Nagpur,medium,spring,9,poor,True,high,0.47,43
Kolkata,high,winter,11,poor,False,medium,0.58,40
Delhi,medium,winter,7,good,False,high,0.87,26
Chennai,high,winter,7,average,False,low,0.57,29
Hyderabad,low,winter,5,average,False,high,0.57,20
Mumbai,critical,winter,13,average,False,low,0.47,37
Bengaluru,medium,summer,6,good,False,high,0.86,31
Pune,low,monsoon,5,average,False,low,0.65,21
Hyderabad,low,spring,3,average,False,high,0.35,20
Mumbai,critical,spring,12,average,False,high,0.69,50
Chennai,high,monsoon,9,average,False,high,0.79,50
Pune,low,summer,6,average,False,medium,0.73,20
Nagpur,medium,spring,7,poor,True,high,0.5,43
Bengaluru,medium,monsoon,4,good,False,high,0.61,34
Delhi,medium,monsoon,9,good,False,high,0.9,37
Patna,critical,spring,14,poor,True,high,0.65,65
Patna,critical,monsoon,11,poor,True,medium,0.35,65
Mumbai,critical,spring,9,average,False,medium,0.44,45
Patna,critical,winter,14,poor,True,high,0.51,65
Mumbai,critical,winter,9,average,False,medium,0.62,41
Chennai,high,monsoon,7,average,False,medium,0.94,49
Bhubaneswar,high,winter,11,poor,True,medium,0.74,49
Pune,low,winter,6,average,False,medium,0.47,20
Bhubaneswar,high,winter,8,poor,True,low,0.74,43
Hyderabad,low,monsoon,7,average,False,high,0.34,25
Chennai,high,summer,8,average,False,high,0.31,43
Bengaluru,medium,winter,8,good,False,medium,0.75,23
Nagpur,medium,summer,7,poor,True,low,0.5,38
Bhubaneswar,high,summer,10,poor,True,high,0.95,65
Chennai,high,summer,10,average,False,medium,0.71,41
Delhi,medium,winter,6,good,False,medium,0.31,20
Hyderabad,low,monsoon,6,average,False,low,0.73,21
Bengaluru,medium,winter,5,good,False,high,0.47,23
Pune,low,spring,8,average,False,low,0.37,20
Hyderabad,low,spring,7,average,False,low,0.35,20
Bhubaneswar,high,summer,11,poor,True,low,0.94,54
Nagpur,medium,spring,7,poor,True,medium,0.36,38
Chennai,high,spring,7,average,False,high,0.53,40
Delhi,medium,winter,7,good,False,medium,0.69,22
Pune,low,winter,5,average,False,low,0.91,20
Patna,critical,winter,10,poor,True,high,0.84,65
Mumbai,critical,summer,13,average,False,low,0.49,45
Patna,critical,winter,14,poor,True,high,0.73,65
Bengaluru,medium,winter,4,good,False,low,0.5,20
Delhi,medium,spring,8,good,False,low,0.52,22
Kolkata,high,spring,8,poor,False,high,0.82,50
Kolkata,high,monsoon,9,poor,False,high,0.79,50
Patna,critical,spring,12,poor,True,high,0.9,65
Kolkata,high,monsoon,11,poor,False,medium,0.47,50
Mumbai,critical,winter,13,average,False,low,0.55,38
Nagpur,medium,monsoon,9,poor,True,medium,0.84,52
Bengaluru,medium,monsoon,8,good,False,high,0.99,37
Bengaluru,medium,monsoon,4,good,False,low,0.63,27
Delhi,medium,summer,6,good,False,high,0.48,29
Nagpur,medium,winter,7,poor,True,high,0.83,40
Chennai,high,summer,9,average,False,low,0.48,35
Hyderabad,low,winter,4,average,False,low,0.56,20
Bhubaneswar,high,winter,9,poor,True,medium,0.38,46
Patna,critical,winter,14,poor,True,low,0.61,54
Mumbai,critical,winter,12,average,False,medium,0.96,44
Delhi,medium,summer,10,good,False,medium,0.4,27
Bengaluru,medium,winter,6,good,False,high,0.8,25
Bengaluru,medium,winter,6,good,False,low,0.96,21
Bhubaneswar,high,monsoon,11,poor,True,high,0.9,65
Bengaluru,medium,summer,5,good,False,low,0.31,22
Pune,low,spring,5,average,False,high,0.92,21
Patna,critical,winter,11,poor,True,high,0.6,65
Nagpur,medium,monsoon,8,poor,True,medium,0.79,52
Hyderabad,low,monsoon,5,average,False,low,0.9,22
Bhubaneswar,high,summer,11,poor,True,high,0.61,65
Delhi,medium,monsoon,8,good,False,medium,0.58,32
Chennai,high,spring,8,average,False,high,0.61,40
Kolkata,high,summer,12,poor,False,medium,0.86,50
Kolkata,high,summer,10,poor,False,medium,0.61,49
Bhubaneswar,high,summer,9,poor,True,medium,0.4,57
Bhubaneswar,high,spring,9,poor,True,medium,0.76,53
Hyderabad,low,spring,7,average,False,high,0.99,22
Chennai,high,monsoon,7,average,False,medium,0.37,46
Chennai,high,summer,7,average,False,medium,0.9,41
Nagpur,medium,summer,5,poor,True,high,0.97,49
Kolkata,high,summer,8,poor,False,high,0.75,50
Bhubaneswar,high,monsoon,10,poor,True,high,0.76,65
Delhi,medium,monsoon,6,good,False,high,0.6,35
Bengaluru,medium,summer,4,good,False,high,0.33,28
Bengaluru,medium,monsoon,6,good,False,low,0.51,27
Bengaluru,medium,summer,5,good,False,high,0.98,31
Chennai,high,spring,9,average,False,low,0.3,31
Nagpur,medium,summer,6,poor,True,high,0.52,47
Patna,critical,monsoon,13,poor,True,high,0.73,65
Mumbai,critical,winter,10,average,False,high,0.82,47
Patna,critical,winter,14,poor,True,low,0.66,54
Hyderabad,low,monsoon,6,average,False,low,0.44,20
Patna,critical,winter,12,poor,True,medium,0.79,61
Chennai,high,summer,9,average,False,medium,0.39,39
Kolkata,high,monsoon,12,poor,False,low,0.84,50
Hyderabad,low,monsoon,3,average,False,low,0.65,20
Hyderabad,low,monsoon,3,average,False,low,0.99,22
Bhubaneswar,high,monsoon,9,poor,True,low,0.79,62
Chennai,high,spring,10,average,False,low,0.89,34
Chennai,high,spring,11,average,False,high,0.9,43
Delhi,medium,monsoon,9,good,False,low,0.6,29
Patna,critical,summer,12,poor,True,medium,0.58,65
Mumbai,critical,winter,9,average,False,low,0.6,37
Nagpur,medium,monsoon,6,poor,True,high,0.69,56
Delhi,medium,monsoon,8,good,False,low,0.37,27
Chennai,high,monsoon,11,average,False,medium,0.71,49
Hyderabad,low,winter,5,average,False,high,0.93,20
Kolkata,high,winter,8,poor,False,high,0.35,42
Pune,low,monsoon,8,average,False,low,0.45,20
Bengaluru,medium,winter,5,good,False,low,0.35,20
Pune,low,monsoon,7,average,False,low,0.55,21
Chennai,high,summer,9,average,False,high,0.78,46
Bengaluru,medium,winter,8,good,False,high,0.36,24
Bhubaneswar,high,spring,12,poor,True,medium,0.76,54
Bengaluru,medium,winter,8,good,False,low,0.37,20
Mumbai,critical,monsoon,10,average,False,low,0.5,50
Mumbai,critical,spring,13,average,False,medium,0.45,46
Chennai,high,winter,9,average,False,high,0.9,38
Patna,critical,summer,13,poor,True,high,0.94,65
Bhubaneswar,high,spring,8,poor,True,medium,0.83,53
Chennai,high,monsoon,9,average,False,low,0.69,43
Pune,low,spring,8,average,False,high,0.38,20
Hyderabad,low,monsoon,3,average,False,medium,0.49,22
Nagpur,medium,winter,5,poor,True,high,1.0,40
Mumbai,critical,summer,12,average,False,high,0.52,50
Chennai,high,monsoon,7,average,False,high,0.33,50
Chennai,high,summer,7,average,False,low,0.88,37
Pune,low,summer,4,average,False,high,0.54,21
Patna,critical,spring,10,poor,True,high,0.9,65
Nagpur,medium,monsoon,5,poor,True,low,0.31,43
Delhi,medium,spring,7,good,False,high,0.61,27
Pune,low,summer,8,average,False,high,0.91,24
Nagpur,medium,summer,7,poor,True,high,0.87,49
Nagpur,medium,winter,9,poor,True,high,0.42,39
Delhi,medium,spring,10,good,False,low,0.65,23
Chennai,high,spring,11,average,False,low,0.68,34
Delhi,medium,summer,6,good,False,high,0.39,28
Delhi,medium,monsoon,7,good,False,high,0.59,35
Kolkata,high,spring,9,poor,False,high,0.95,50
Bengaluru,medium,spring,8,good,False,high,0.32,26
Bhubaneswar,high,winter,9,poor,True,medium,0.54,47
Bhubaneswar,high,spring,8,poor,True,medium,0.85,53
Mumbai,critical,monsoon,9,average,False,medium,0.69,50
Nagpur,medium,monsoon,9,poor,True,low,0.81,47
Delhi,medium,spring,6,good,False,high,0.6,27
